GEOID,variable,estimate,moe,label,concept,variable_group,variable_index,denom,prop,percent,county_name
19077,B06004I_003,48,29,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,290,0.16551724137931034,16.551724137931036,Guthrie
19077,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,290,0,0,Guthrie
19077,B06004I_005,162,42,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,290,0.5586206896551724,55.86206896551724,Guthrie
19079,B03003_001,14997,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,14997,1,100,Hamilton
19079,B03003_002,14093,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,14997,0.9397212775888512,93.97212775888512,Hamilton
19079,B03003_003,904,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,14997,0.0602787224111489,6.02787224111489,Hamilton
19079,B06004I_001,904,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,904,1,100,Hamilton
19079,B06004I_002,400,58,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,904,0.4424778761061947,44.24778761061947,Hamilton
19079,B06004I_003,168,104,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,904,0.18584070796460178,18.58407079646018,Hamilton
19079,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,904,0,0,Hamilton
19079,B06004I_005,336,95,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,904,0.37168141592920356,37.16814159292036,Hamilton
19081,B03003_001,10802,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,10802,1,100,Hancock
19081,B03003_002,10326,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,10802,0.9559340862803185,95.59340862803185,Hancock
19081,B03003_003,476,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,10802,0.04406591371968154,4.406591371968154,Hancock
19081,B06004I_001,476,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,476,1,100,Hancock
19081,B06004I_002,212,51,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,476,0.44537815126050423,44.537815126050425,Hancock
19081,B06004I_003,130,45,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,476,0.27310924369747897,27.310924369747898,Hancock
19081,B06004I_004,7,11,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,476,0.014705882352941176,1.4705882352941175,Hancock
19081,B06004I_005,127,47,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,476,0.2668067226890756,26.680672268907564,Hancock
19083,B03003_001,17061,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,17061,1,100,Hardin
19083,B03003_002,16318,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,17061,0.9564503839165348,95.64503839165349,Hardin
19083,B03003_003,743,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,17061,0.04354961608346521,4.354961608346521,Hardin
19083,B06004I_001,743,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,743,1,100,Hardin
19083,B06004I_002,244,67,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,743,0.3283983849259758,32.83983849259758,Hardin
19083,B06004I_003,181,59,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,743,0.24360699865410498,24.3606998654105,Hardin
19083,B06004I_004,56,43,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,743,0.07537012113055182,7.537012113055182,Hardin
19083,B06004I_005,262,63,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,743,0.35262449528936746,35.26244952893675,Hardin
19085,B03003_001,14089,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,14089,1,100,Harrison
19085,B03003_002,13844,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,14089,0.982610547235432,98.2610547235432,Harrison
19085,B03003_003,245,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,14089,0.017389452764568103,1.7389452764568103,Harrison
19085,B06004I_001,245,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,245,1,100,Harrison
19085,B06004I_002,44,25,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,245,0.17959183673469387,17.959183673469386,Harrison
19085,B06004I_003,186,29,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,245,0.7591836734693878,75.91836734693878,Harrison
19085,B06004I_004,8,11,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,245,0.0326530612244898,3.2653061224489797,Harrison
19085,B06004I_005,7,9,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,245,0.02857142857142857,2.857142857142857,Harrison
19087,B03003_001,19941,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,19941,1,100,Henry
19087,B03003_002,18967,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,19941,0.9511559099343062,95.11559099343062,Henry
19087,B03003_003,974,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,19941,0.0488440900656938,4.8844090065693795,Henry
19087,B06004I_001,974,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,974,1,100,Henry
19087,B06004I_002,312,63,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,974,0.3203285420944558,32.03285420944558,Henry
19087,B06004I_003,349,157,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,974,0.35831622176591377,35.831622176591374,Henry
19087,B06004I_004,45,65,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,974,0.04620123203285421,4.620123203285421,Henry
19087,B06004I_005,268,133,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,974,0.2751540041067762,27.51540041067762,Henry
19089,B03003_001,9226,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,9226,1,100,Howard
19089,B03003_002,9078,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,9226,0.983958378495556,98.3958378495556,Howard
19089,B03003_003,148,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,9226,0.01604162150444396,1.6041621504443961,Howard
19089,B06004I_001,148,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,148,1,100,Howard
19089,B06004I_002,59,18,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,148,0.39864864864864863,39.86486486486486,Howard
19089,B06004I_003,75,25,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,148,0.5067567567567568,50.67567567567568,Howard
19089,B06004I_004,0,14,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,148,0,0,Howard
19089,B06004I_005,14,15,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,148,0.0945945945945946,9.45945945945946,Howard
19091,B03003_001,9554,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,9554,1,100,Humboldt
19091,B03003_002,9134,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,9554,0.956039355243877,95.6039355243877,Humboldt
19091,B03003_003,420,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,9554,0.04396064475612309,4.396064475612309,Humboldt
19091,B06004I_001,420,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,420,1,100,Humboldt
19091,B06004I_002,196,39,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,420,0.4666666666666667,46.666666666666664,Humboldt
19091,B06004I_003,52,47,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,420,0.12380952380952381,12.380952380952381,Humboldt
19091,B06004I_004,3,6,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,420,0.007142857142857143,0.7142857142857143,Humboldt
19091,B06004I_005,169,48,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,420,0.4023809523809524,40.23809523809524,Humboldt
19093,B03003_001,6901,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,6901,1,100,Ida
19093,B03003_002,6732,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,6901,0.9755107955368787,97.55107955368787,Ida
19093,B03003_003,169,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,6901,0.02448920446312129,2.448920446312129,Ida
19093,B06004I_001,169,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,169,1,100,Ida
19093,B06004I_002,85,16,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,169,0.5029585798816568,50.29585798816568,Ida
19093,B06004I_003,63,20,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,169,0.3727810650887574,37.278106508875744,Ida
19093,B06004I_004,0,14,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,169,0,0,Ida
19093,B06004I_005,21,13,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,169,0.1242603550295858,12.42603550295858,Ida
19095,B03003_001,16189,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,16189,1,100,Iowa
19095,B03003_002,15725,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,16189,0.9713385632219408,97.13385632219408,Iowa
19095,B03003_003,464,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,16189,0.028661436778059175,2.8661436778059173,Iowa
19095,B06004I_001,464,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,464,1,100,Iowa
19095,B06004I_002,266,98,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,464,0.5732758620689655,57.327586206896555,Iowa
19095,B06004I_003,125,69,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,464,0.26939655172413796,26.939655172413797,Iowa
19095,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,464,0,0,Iowa
19095,B06004I_005,73,45,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,464,0.15732758620689655,15.732758620689655,Iowa
19097,B03003_001,19401,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,19401,1,100,Jackson
19097,B03003_002,19116,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,19401,0.985310035565177,98.5310035565177,Jackson
19097,B03003_003,285,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,19401,0.014689964434822947,1.4689964434822946,Jackson
19097,B06004I_001,285,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,285,1,100,Jackson
19097,B06004I_002,151,36,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,285,0.5298245614035088,52.98245614035088,Jackson
19097,B06004I_003,112,44,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,285,0.3929824561403509,39.29824561403509,Jackson
19097,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,285,0,0,Jackson
19097,B06004I_005,22,33,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,285,0.07719298245614035,7.719298245614035,Jackson
19099,B03003_001,36971,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,36971,1,100,Jasper
19099,B03003_002,36104,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,36971,0.976549187200779,97.6549187200779,Jasper
19099,B03003_003,867,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,36971,0.02345081279922101,2.345081279922101,Jasper
19099,B06004I_001,867,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,867,1,100,Jasper
19099,B06004I_002,416,81,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,867,0.4798154555940023,47.98154555940023,Jasper
19099,B06004I_003,230,77,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,867,0.26528258362168394,26.528258362168394,Jasper
19099,B06004I_004,39,45,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,867,0.04498269896193772,4.498269896193772,Jasper
19099,B06004I_005,182,73,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,867,0.209919261822376,20.9919261822376,Jasper
19101,B03003_001,18148,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,18148,1,100,Jefferson
19101,B03003_002,17596,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,18148,0.9695834251708177,96.95834251708177,Jefferson
19101,B03003_003,552,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,18148,0.03041657482918228,3.041657482918228,Jefferson
19101,B06004I_001,552,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,552,1,100,Jefferson
19101,B06004I_002,117,57,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,552,0.21195652173913043,21.195652173913043,Jefferson
19101,B06004I_003,89,79,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,552,0.161231884057971,16.1231884057971,Jefferson
19101,B06004I_004,15,26,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,552,0.02717391304347826,2.717391304347826,Jefferson
19101,B06004I_005,331,59,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,552,0.5996376811594203,59.96376811594203,Jefferson
19103,B03003_001,148577,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,148577,1,100,Johnson
19103,B03003_002,140232,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,148577,0.9438338370003433,94.38338370003433,Johnson
19103,B03003_003,8345,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,148577,0.056166162999656745,5.616616299965674,Johnson
19103,B06004I_001,8345,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,8345,1,100,Johnson
19103,B06004I_002,2739,330,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,8345,0.32822049131216297,32.822049131216296,Johnson
19103,B06004I_003,2586,365,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,8345,0.30988615937687236,30.988615937687236,Johnson
19103,B06004I_004,226,111,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,8345,0.027082085080886758,2.708208508088676,Johnson
19103,B06004I_005,2794,399,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,8345,0.3348112642300779,33.48112642300779,Johnson
19105,B03003_001,20559,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,20559,1,100,Jones
19105,B03003_002,20141,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,20559,0.9796682718031032,97.96682718031032,Jones
19105,B03003_003,418,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,20559,0.020331728196896735,2.0331728196896734,Jones
19105,B06004I_001,418,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,418,1,100,Jones
19105,B06004I_002,117,80,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,418,0.2799043062200957,27.990430622009573,Jones
19105,B06004I_003,259,105,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,418,0.6196172248803827,61.961722488038276,Jones
19105,B06004I_004,0,18,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,418,0,0,Jones
19105,B06004I_005,42,44,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,418,0.10047846889952153,10.047846889952153,Jones
19107,B03003_001,10188,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,10188,1,100,Keokuk
19107,B03003_002,10010,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,10188,0.9825284648606203,98.25284648606203,Keokuk
19107,B03003_003,178,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,10188,0.017471535139379664,1.7471535139379664,Keokuk
19107,B06004I_001,178,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,178,1,100,Keokuk
19107,B06004I_002,76,26,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,178,0.42696629213483145,42.69662921348314,Keokuk
19107,B06004I_003,28,14,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,178,0.15730337078651685,15.730337078651685,Keokuk
19107,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,178,0,0,Keokuk
19107,B06004I_005,74,23,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,178,0.4157303370786517,41.57303370786517,Keokuk
19109,B03003_001,14978,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,14978,1,100,Kossuth
19109,B03003_002,14576,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,14978,0.9731606355988783,97.31606355988784,Kossuth
19109,B03003_003,402,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,14978,0.026839364401121644,2.6839364401121646,Kossuth
19109,B06004I_001,402,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,402,1,100,Kossuth
19109,B06004I_002,167,50,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,402,0.4154228855721393,41.54228855721393,Kossuth
19109,B06004I_003,158,49,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,402,0.39303482587064675,39.30348258706468,Kossuth
19109,B06004I_004,0,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,402,0,0,Kossuth
19109,B06004I_005,77,48,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,402,0.19154228855721392,19.154228855721392,Kossuth
19111,B03003_001,34227,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,34227,1,100,Lee
19111,B03003_002,32990,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,34227,0.9638589417711164,96.38589417711164,Lee
19111,B03003_003,1237,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,34227,0.03614105822888363,3.614105822888363,Lee
19111,B06004I_001,1237,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,1237,1,100,Lee
19111,B06004I_002,681,125,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,1237,0.5505254648342764,55.05254648342765,Lee
19111,B06004I_003,442,142,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,1237,0.35731608730800324,35.731608730800325,Lee
19111,B06004I_004,12,16,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,1237,0.009700889248181084,0.9700889248181084,Lee
19111,B06004I_005,102,65,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,1237,0.08245755860953921,8.24575586095392,Lee
19113,B03003_001,223861,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,223861,1,100,Linn
19113,B03003_002,216588,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,223861,0.9675110894706983,96.75110894706982,Linn
19113,B03003_003,7273,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,223861,0.03248891052930167,3.248891052930167,Linn
19113,B06004I_001,7273,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,7273,1,100,Linn
19113,B06004I_002,3276,331,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,7273,0.4504331087584216,45.04331087584216,Linn
19113,B06004I_003,2108,373,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,7273,0.2898391310325863,28.98391310325863,Linn
19113,B06004I_004,245,159,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,7273,0.03368623676612127,3.368623676612127,Linn
19113,B06004I_005,1644,308,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,7273,0.2260415234428709,22.60415234428709,Linn
19115,B03003_001,11178,NA,Estimate!!Total:,HISPANIC OR LATINO ORIGIN,B03003,001,11178,1,100,Louisa
19115,B03003_002,9414,NA,Estimate!!Total:!!Not Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,002,11178,0.8421900161030595,84.21900161030595,Louisa
19115,B03003_003,1764,NA,Estimate!!Total:!!Hispanic or Latino,HISPANIC OR LATINO ORIGIN,B03003,003,11178,0.15780998389694043,15.780998389694043,Louisa
19115,B06004I_001,1764,NA,Estimate!!Total:,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,001,1764,1,100,Louisa
19115,B06004I_002,829,63,Estimate!!Total:!!Born in state of residence,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,002,1764,0.4699546485260771,46.99546485260771,Louisa
19115,B06004I_003,270,58,Estimate!!Total:!!Born in other state in the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,003,1764,0.15306122448979592,15.306122448979592,Louisa
19115,B06004I_004,65,46,Estimate!!Total:!!Native; born outside the United States,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,004,1764,0.036848072562358274,3.6848072562358274,Louisa
19115,B06004I_005,600,78,Estimate!!Total:!!Foreign born,PLACE OF BIRTH (HISPANIC OR LATINO) IN THE UNITED STATES,B06004I,005,1764,0.3401360544217687,34.01360544217687,Louisa
